image_id,mask_id,class_name
1803250047-00000362,1803250047-00000362_00001,Human
1803241840-00000350,1803241840-00000350_00000,Human
1803241840-00000350,1803241840-00000350_00001,Background
1803250215-00000003,1803250215-00000003_00000,Human
1803250215-00000003,1803250215-00000003_00001,Background
1803251200-00000408,1803251200-00000408_00000,Human
1803251200-00000408,1803251200-00000408_00001,Background
1803250115-00000476,1803250115-00000476_00000,Human
1803250115-00000476,1803250115-00000476_00001,Background
1803242321-00000504,1803242321-00000504_00000,Human
1803242321-00000504,1803242321-00000504_00001,Background
1803250115-00000598,1803250115-00000598_00000,Human
1803250115-00000598,1803250115-00000598_00001,Background
1803242348-00000431,1803242348-00000431_00000,Human
1803242348-00000431,1803242348-00000431_00001,Background
1803250837-00000249,1803250837-00000249_00000,Human
1803250837-00000249,1803250837-00000249_00001,Background
1803250018-00000256,1803250018-00000256_00000,Human
1803250018-00000256,1803250018-00000256_00001,Background
1803250018-00000059,1803250018-00000059_00000,Human
1803250018-00000059,1803250018-00000059_00001,Background
1803241734-00000072,1803241734-00000072_00000,Human
1803241734-00000072,1803241734-00000072_00001,Background
1803241610-00000282,1803241610-00000282_00000,Human
1803241610-00000282,1803241610-00000282_00001,Background
1803241840-00000264,1803241840-00000264_00000,Human
1803241840-00000264,1803241840-00000264_00001,Background
1803250936-00000215,1803250936-00000215_00000,Human
1803250936-00000215,1803250936-00000215_00001,Background
1803241840-00000477,1803241840-00000477_00000,Human
1803241840-00000477,1803241840-00000477_00001,Background
1803251225-00000227,1803251225-00000227_00000,Human
1803251225-00000227,1803251225-00000227_00001,Background
1803250215-00000519,1803250215-00000519_00000,Background
1803250215-00000519,1803250215-00000519_00001,Human
1803241707-00000055,1803241707-00000055_00000,Background
1803241707-00000055,1803241707-00000055_00001,Human
1803242101-00000118,1803242101-00000118_00000,Human
1803242101-00000118,1803242101-00000118_00001,Background
1803241914-00000005,1803241914-00000005_00000,Human
1803241914-00000005,1803241914-00000005_00001,Background
1803241734-00000398,1803241734-00000398_00000,Human
1803241734-00000398,1803241734-00000398_00001,Background
1803242101-00000278,1803242101-00000278_00000,Background
1803242101-00000278,1803242101-00000278_00001,Human
1803241734-00000597,1803241734-00000597_00000,Human
1803241734-00000597,1803241734-00000597_00001,Background
1803241944-00000452,1803241944-00000452_00000,Human
1803241944-00000452,1803241944-00000452_00001,Background
1803250837-00000311,1803250837-00000311_00000,Human
1803250837-00000311,1803250837-00000311_00001,Background
1803250018-00000336,1803250018-00000336_00000,Human
1803250018-00000336,1803250018-00000336_00001,Background
1803242036-00000442,1803242036-00000442_00000,Human
1803242036-00000442,1803242036-00000442_00001,Background
1803241807-00000110,1803241807-00000110_00000,Background
1803241807-00000110,1803241807-00000110_00001,Human
1803250018-00000035,1803250018-00000035_00000,Background
1803250018-00000035,1803250018-00000035_00001,Human
1803250018-00000267,1803250018-00000267_00000,Background
1803250018-00000267,1803250018-00000267_00001,Human
1803250936-00000400,1803250936-00000400_00000,Human
1803250936-00000400,1803250936-00000400_00001,Background
1803241840-00000325,1803241840-00000325_00000,Human
1803241840-00000325,1803241840-00000325_00001,Background
1803250908-00000361,1803250908-00000361_00000,Human
1803250908-00000361,1803250908-00000361_00001,Background
1803250936-00000104,1803250936-00000104_00000,Human
1803250936-00000104,1803250936-00000104_00001,Background
1803241840-00000307,1803241840-00000307_00000,Human
1803241840-00000307,1803241840-00000307_00001,Background
1803241944-00000345,1803241944-00000345_00000,Human
1803241944-00000345,1803241944-00000345_00001,Background
1803250115-00000188,1803250115-00000188_00000,Human
1803250115-00000188,1803250115-00000188_00001,Background
1803251225-00000145,1803251225-00000145_00000,Human
1803251225-00000145,1803251225-00000145_00001,Background
1803250811-00000207,1803250811-00000207_00000,Human
1803250811-00000207,1803250811-00000207_00001,Background
1803241944-00000072,1803241944-00000072_00000,Human
1803241944-00000072,1803241944-00000072_00001,Background
1803242101-00000456,1803242101-00000456_00000,Human
1803242101-00000456,1803242101-00000456_00001,Background
1803250837-00000547,1803250837-00000547_00000,Human
1803250837-00000547,1803250837-00000547_00001,Background
1803241734-00000357,1803241734-00000357_00000,Human
1803241734-00000357,1803241734-00000357_00001,Background
1803250811-00000114,1803250811-00000114_00000,Human
1803250811-00000114,1803250811-00000114_00001,Background
1803242101-00000449,1803242101-00000449_00000,Human
1803242101-00000449,1803242101-00000449_00001,Background
1803241610-00000133,1803241610-00000133_00000,Human
1803241610-00000133,1803241610-00000133_00001,Background
1803250837-00000400,1803250837-00000400_00000,Human
1803250837-00000400,1803250837-00000400_00001,Background
1803250837-00000307,1803250837-00000307_00000,Background
1803250837-00000307,1803250837-00000307_00001,Human
1803241638-00000006,1803241638-00000006_00000,Human
1803241638-00000006,1803241638-00000006_00001,Background
1803250146-00000310,1803250146-00000310_00000,Human
1803250146-00000310,1803250146-00000310_00001,Background
1803241610-00000235,1803241610-00000235_00000,Human
1803241610-00000235,1803241610-00000235_00001,Background
1803250837-00000514,1803250837-00000514_00000,Human
1803250837-00000514,1803250837-00000514_00001,Background
1803250047-00000380,1803250047-00000380_00000,Human
1803250047-00000380,1803250047-00000380_00001,Background
1803251200-00000074,1803251200-00000074_00000,Human
1803251200-00000074,1803251200-00000074_00001,Background
1803250047-00000168,1803250047-00000168_00000,Background
1803250047-00000168,1803250047-00000168_00001,Human
1803242321-00000405,1803242321-00000405_00000,Human
1803242321-00000405,1803242321-00000405_00001,Background
1803242101-00000215,1803242101-00000215_00000,Background
1803242101-00000215,1803242101-00000215_00001,Human
1803250837-00000415,1803250837-00000415_00000,Background
1803250837-00000415,1803250837-00000415_00001,Human
1803251003-00000095,1803251003-00000095_00000,Human
1803251003-00000095,1803251003-00000095_00001,Background
1803241638-00000439,1803241638-00000439_00000,Background
1803241638-00000439,1803241638-00000439_00001,Human
1803242101-00000264,1803242101-00000264_00000,Background
1803242101-00000264,1803242101-00000264_00001,Human
1803251003-00000384,1803251003-00000384_00000,Human
1803251003-00000384,1803251003-00000384_00001,Background
1803250936-00000336,1803250936-00000336_00000,Human
1803250936-00000336,1803250936-00000336_00001,Background
1803250115-00000204,1803250115-00000204_00000,Human
1803250115-00000204,1803250115-00000204_00001,Background
1803250115-00000077,1803250115-00000077_00000,Human
1803250115-00000077,1803250115-00000077_00001,Background
1803241638-00000473,1803241638-00000473_00000,Background
1803241638-00000473,1803241638-00000473_00001,Human
1803241734-00000157,1803241734-00000157_00000,Human
1803241734-00000157,1803241734-00000157_00001,Background
1803241840-00000021,1803241840-00000021_00000,Background
1803241840-00000021,1803241840-00000021_00001,Human
1803242010-00000181,1803242010-00000181_00000,Human
1803242010-00000181,1803242010-00000181_00001,Background
1803250811-00000490,1803250811-00000490_00000,Human
1803250811-00000490,1803250811-00000490_00001,Background
1803250047-00000493,1803250047-00000493_00000,Human
1803250047-00000493,1803250047-00000493_00001,Background
1803242321-00000253,1803242321-00000253_00000,Human
1803242321-00000253,1803242321-00000253_00001,Background
1803242321-00000234,1803242321-00000234_00000,Human
1803242321-00000234,1803242321-00000234_00001,Background
1803250047-00000052,1803250047-00000052_00000,Human
1803250047-00000052,1803250047-00000052_00001,Background
1803250215-00000472,1803250215-00000472_00000,Human
1803250215-00000472,1803250215-00000472_00001,Background
1803241610-00000509,1803241610-00000509_00000,Human
1803241610-00000509,1803241610-00000509_00001,Background
1803250047-00000343,1803250047-00000343_00000,Background
1803250047-00000343,1803250047-00000343_00001,Human
1803242010-00000397,1803242010-00000397_00000,Human
1803242010-00000397,1803242010-00000397_00001,Background
1803251103-00000114,1803251103-00000114_00000,Human
1803251103-00000114,1803251103-00000114_00001,Background
1803250719-00000362,1803250719-00000362_00000,Human
1803250719-00000362,1803250719-00000362_00001,Background
1803251103-00000158,1803251103-00000158_00000,Human
1803251103-00000158,1803251103-00000158_00001,Background
1803241638-00000457,1803241638-00000457_00000,Human
1803241638-00000457,1803241638-00000457_00001,Background
1803241914-00000235,1803241914-00000235_00000,Human
1803241914-00000235,1803241914-00000235_00001,Background
1803250146-00000043,1803250146-00000043_00000,Human
1803250146-00000043,1803250146-00000043_00001,Background
1803250837-00000548,1803250837-00000548_00000,Human
1803250837-00000548,1803250837-00000548_00001,Background
1803250811-00000359,1803250811-00000359_00000,Human
1803250811-00000359,1803250811-00000359_00001,Background
1803250018-00000521,1803250018-00000521_00000,Human
1803250018-00000521,1803250018-00000521_00001,Background
1803251032-00000275,1803251032-00000275_00000,Human
1803251032-00000275,1803251032-00000275_00001,Background
1803250146-00000250,1803250146-00000250_00000,Human
1803250146-00000250,1803250146-00000250_00001,Background
1803250719-00000119,1803250719-00000119_00000,Human
1803250719-00000119,1803250719-00000119_00001,Background
1803242101-00000214,1803242101-00000214_00000,Human
1803242101-00000214,1803242101-00000214_00001,Background
1803242101-00000161,1803242101-00000161_00000,Background
1803242101-00000161,1803242101-00000161_00001,Human
1803241610-00000084,1803241610-00000084_00000,Human
1803241610-00000084,1803241610-00000084_00001,Background
1803251103-00000011,1803251103-00000011_00000,Human
1803251103-00000011,1803251103-00000011_00001,Background
1803250908-00000415,1803250908-00000415_00000,Human
1803250908-00000415,1803250908-00000415_00001,Background
1803250047-00000379,1803250047-00000379_00000,Human
1803250047-00000379,1803250047-00000379_00001,Background
1803250745-00000376,1803250745-00000376_00000,Human
1803250745-00000376,1803250745-00000376_00001,Background
1803250115-00000234,1803250115-00000234_00000,Human
1803250115-00000234,1803250115-00000234_00001,Background
1803250047-00000475,1803250047-00000475_00000,Human
1803250047-00000475,1803250047-00000475_00001,Background
1803250837-00000425,1803250837-00000425_00000,Human
1803250837-00000425,1803250837-00000425_00001,Background
1803250018-00000313,1803250018-00000313_00000,Background
1803250018-00000313,1803250018-00000313_00001,Human
1803241944-00000029,1803241944-00000029_00000,Human
1803241944-00000029,1803241944-00000029_00001,Background
1803251225-00000027,1803251225-00000027_00000,Human
1803251225-00000027,1803251225-00000027_00001,Background
1803241638-00000092,1803241638-00000092_00000,Background
1803241638-00000092,1803241638-00000092_00001,Human
1803251103-00000341,1803251103-00000341_00000,Human
1803251103-00000341,1803251103-00000341_00001,Background
1803241734-00000253,1803241734-00000253_00000,Human
1803241734-00000253,1803241734-00000253_00001,Background
1803250837-00000613,1803250837-00000613_00000,Human
1803250837-00000613,1803250837-00000613_00001,Background
1803250908-00000439,1803250908-00000439_00000,Human
1803250908-00000439,1803250908-00000439_00001,Background
1803241610-00000042,1803241610-00000042_00000,Human
1803241610-00000042,1803241610-00000042_00001,Background
1803251131-00000345,1803251131-00000345_00000,Human
1803251131-00000345,1803251131-00000345_00001,Background
1803242321-00000544,1803242321-00000544_00000,Human
1803242321-00000544,1803242321-00000544_00001,Background
1803242321-00000254,1803242321-00000254_00000,Human
1803242321-00000254,1803242321-00000254_00001,Background
1803242036-00000334,1803242036-00000334_00000,Human
1803242036-00000334,1803242036-00000334_00001,Background
1803250745-00000093,1803250745-00000093_00000,Human
1803250745-00000093,1803250745-00000093_00001,Background
1803250837-00000292,1803250837-00000292_00000,Human
1803250837-00000292,1803250837-00000292_00001,Background
1803241914-00000185,1803241914-00000185_00000,Human
1803241914-00000185,1803241914-00000185_00001,Background
1803250837-00000460,1803250837-00000460_00000,Background
1803250837-00000460,1803250837-00000460_00001,Human
1803241944-00000075,1803241944-00000075_00000,Human
1803241944-00000075,1803241944-00000075_00001,Background
1803250146-00000239,1803250146-00000239_00000,Human
1803250146-00000239,1803250146-00000239_00001,Background
1803242010-00000189,1803242010-00000189_00000,Human
1803242010-00000189,1803242010-00000189_00001,Background
1803250837-00000150,1803250837-00000150_00000,Human
1803250837-00000150,1803250837-00000150_00001,Background
1803251103-00000316,1803251103-00000316_00000,Human
